160626_video_above,904,0.214,0.083,0.469,0.656,1,16
160626_video_above,904,0.041,0.525,0.297,0.948,1,17
160626_video_above,905,0.256,0.627,0.486,0.998,1,1
160626_video_above,905,0.391,0.331,0.641,0.723,1,6
160626_video_above,905,0.006,0.04,0.452,0.631,1,11
160626_video_above,905,0.469,0.05,0.733,0.45,1,13
160626_video_above,905,0.348,0.0,0.613,0.123,1,14
160626_video_above,905,0.491,0.823,0.881,0.998,1,15
160626_video_above,905,0.212,0.056,0.475,0.646,1,16
160626_video_above,905,0.05,0.533,0.27,0.883,1,17
160626_video_above,906,0.253,0.623,0.483,0.998,1,1
160626_video_above,906,0.398,0.325,0.644,0.717,1,6
160626_video_above,906,0.005,0.04,0.464,0.642,1,11
160626_video_above,906,0.523,0.058,0.775,0.44,1,13
160626_video_above,906,0.356,0.0,0.617,0.123,1,14
160626_video_above,906,0.495,0.819,0.892,0.998,1,15
160626_video_above,906,0.209,0.031,0.483,0.635,1,16
160626_video_above,906,0.048,0.521,0.275,0.869,1,17
160626_video_above,907,0.255,0.623,0.483,1.0,1,1
160626_video_above,907,0.405,0.327,0.645,0.715,1,6
160626_video_above,907,0.002,0.037,0.475,0.652,1,11
160626_video_above,907,0.514,0.044,0.798,0.444,1,13
160626_video_above,907,0.366,0.0,0.62,0.123,1,14
160626_video_above,907,0.495,0.819,0.895,0.998,1,15
160626_video_above,907,0.188,0.033,0.492,0.635,1,16
160626_video_above,907,0.053,0.517,0.284,0.84,1,17
160626_video_above,908,0.253,0.621,0.484,0.998,1,1
160626_video_above,908,0.398,0.321,0.648,0.717,1,6
160626_video_above,908,0.013,0.046,0.431,0.608,1,11
160626_video_above,908,0.503,0.062,0.783,0.423,1,13
160626_video_above,908,0.375,0.0,0.625,0.123,1,14
160626_video_above,908,0.495,0.819,0.897,0.998,1,15
160626_video_above,908,0.214,0.054,0.492,0.64,1,16
160626_video_above,908,0.053,0.517,0.287,0.842,1,17
160626_video_above,909,0.253,0.623,0.484,1.0,1,1
160626_video_above,909,0.398,0.315,0.647,0.717,1,6
160626_video_above,909,0.022,0.054,0.386,0.565,1,11
160626_video_above,909,0.495,0.077,0.773,0.404,1,13
160626_video_above,909,0.384,0.0,0.63,0.123,1,14
160626_video_above,909,0.492,0.854,0.831,0.998,1,15
160626_video_above,909,0.205,0.042,0.497,0.646,1,16
160626_video_above,909,0.052,0.515,0.289,0.838,1,17
160626_video_above,910,0.253,0.621,0.484,1.0,1,1
160626_video_above,910,0.298,0.356,0.648,0.717,1,6
160626_video_above,910,0.033,0.062,0.342,0.521,1,11
160626_video_above,910,0.467,0.065,0.709,0.412,1,13
160626_video_above,910,0.394,0.0,0.633,0.123,1,14
160626_video_above,910,0.497,0.867,0.772,0.998,1,15
160626_video_above,910,0.23,0.037,0.516,0.615,1,16
160626_video_above,910,0.037,0.544,0.266,0.846,1,17
160626_video_above,911,0.248,0.606,0.484,0.998,1,1
160626_video_above,911,0.352,0.367,0.641,0.71,1,6
160626_video_above,911,0.042,0.071,0.298,0.477,1,11
160626_video_above,911,0.425,0.069,0.669,0.415,1,13
160626_video_above,911,0.4,0.0,0.62,0.125,1,14
160626_video_above,911,0.492,0.867,0.753,0.998,1,15
160626_video_above,911,0.253,0.031,0.534,0.583,1,16
160626_video_above,911,0.025,0.579,0.261,0.89,1,17
160626_video_above,912,0.25,0.61,0.483,1.0,1,1
160626_video_above,912,0.378,0.369,0.636,0.71,1,6
160626_video_above,912,0.009,0.019,0.294,0.348,1,11
160626_video_above,912,0.42,0.069,0.658,0.408,1,13
160626_video_above,912,0.403,0.0,0.613,0.123,1,14
160626_video_above,912,0.5,0.869,0.744,0.998,1,15
160626_video_above,912,0.277,0.025,0.553,0.552,1,16
160626_video_above,912,0.025,0.592,0.253,0.904,1,17
160626_video_above,912,0.0,0.3,0.286,0.613,1,18
160626_video_above,913,0.25,0.613,0.483,0.998,1,1
160626_video_above,913,0.389,0.371,0.633,0.71,1,6
160626_video_above,913,0.419,0.06,0.661,0.406,1,13
160626_video_above,913,0.403,0.0,0.617,0.117,1,14
160626_video_above,913,0.477,0.871,0.747,0.998,1,15
160626_video_above,913,0.3,0.019,0.572,0.521,1,16
160626_video_above,913,0.025,0.588,0.264,0.885,1,17
160626_video_above,913,0.0,0.333,0.248,0.621,1,18
160626_video_above,914,0.247,0.588,0.483,0.998,1,1
160626_video_above,914,0.383,0.373,0.631,0.708,1,6
160626_video_above,914,0.463,0.033,0.838,0.429,1,13
160626_video_above,914,0.4,0.0,0.619,0.119,1,14
160626_video_above,914,0.453,0.873,0.75,1.0,1,15
160626_video_above,914,0.323,0.013,0.591,0.49,1,16
160626_video_above,914,0.028,0.588,0.27,0.871,1,17
160626_video_above,914,0.0,0.365,0.245,0.608,1,18
160626_video_above,915,0.245,0.596,0.483,0.998,1,1
160626_video_above,915,0.287,0.373,0.628,0.706,1,6
160626_video_above,915,0.483,0.025,0.908,0.442,1,13
160626_video_above,915,0.397,0.0,0.619,0.119,1,14
160626_video_above,915,0.433,0.798,0.733,1.0,1,15
160626_video_above,915,0.347,0.006,0.609,0.458,1,16
160626_video_above,915,0.023,0.588,0.263,0.856,1,17
160626_video_above,915,0.0,0.367,0.244,0.613,1,18
160626_video_above,916,0.242,0.617,0.483,1.0,1,1
160626_video_above,916,0.317,0.373,0.631,0.706,1,6
160626_video_above,916,0.502,0.05,0.825,0.404,1,13
160626_video_above,916,0.394,0.0,0.619,0.121,1,14
160626_video_above,916,0.441,0.762,0.719,1.0,1,15
160626_video_above,916,0.372,0.0,0.628,0.427,1,16
160626_video_above,916,0.027,0.598,0.269,0.887,1,17
160626_video_above,916,0.0,0.367,0.248,0.621,1,18
160626_video_above,917,0.245,0.631,0.486,1.0,1,1
160626_video_above,917,0.361,0.369,0.637,0.708,1,6
160626_video_above,917,0.494,0.044,0.831,0.406,1,13
160626_video_above,917,0.392,0.0,0.619,0.121,1,14
160626_video_above,917,0.417,0.696,0.723,1.0,1,15
160626_video_above,917,0.395,0,0.647,0.396,1,16
160626_video_above,917,0.025,0.602,0.264,0.9,1,17
160626_video_above,917,0.0,0.362,0.211,0.642,1,18
160626_video_above,918,0.247,0.637,0.5,1.0,1,1
160626_video_above,918,0.355,0.362,0.639,0.715,1,6
160626_video_above,918,0.484,0.04,0.836,0.41,1,13
160626_video_above,918,0.389,0.0,0.62,0.123,1,14
160626_video_above,918,0.398,0.673,0.713,0.998,1,15
160626_video_above,918,0.395,0,0.642,0.396,1,16
160626_video_above,918,0.025,0.602,0.259,0.879,1,17
160626_video_above,919,0.247,0.64,0.498,1.0,1,1
160626_video_above,919,0.352,0.365,0.639,0.725,1,6
160626_video_above,919,0.477,0.033,0.842,0.412,1,13
160626_video_above,919,0.386,0.0,0.62,0.123,1,14
160626_video_above,919,0.409,0.683,0.709,0.998,1,15
160626_video_above,919,0.397,0,0.637,0.4,1,16
160626_video_above,919,0.027,0.6,0.261,0.877,1,17
160626_video_above,920,0.245,0.64,0.497,1.0,1,1
160626_video_above,920,0.383,0.365,0.639,0.721,1,6
160626_video_above,920,0.469,0.027,0.848,0.415,1,13
160626_video_above,920,0.384,0.0,0.62,0.125,1,14
160626_video_above,920,0.302,0.704,0.708,1.0,1,15
160626_video_above,920,0.353,0.008,0.622,0.4,1,16
160626_video_above,920,0.028,0.6,0.264,0.875,1,17
160626_video_above,921,0.245,0.64,0.495,1.0,1,1
160626_video_above,921,0.361,0.362,0.641,0.74,1,6
160626_video_above,921,0.459,0.023,0.855,0.419,1,13
160626_video_above,921,0.381,0.0,0.622,0.125,1,14
160626_video_above,921,0.261,0.71,0.705,1.0,1,15
160626_video_above,921,0.334,0.008,0.614,0.396,1,16
160626_video_above,921,0.023,0.61,0.252,0.883,1,17
160626_video_above,922,0.245,0.64,0.492,1.0,1,1
160626_video_above,922,0.347,0.362,0.641,0.742,1,6
160626_video_above,922,0.452,0.017,0.859,0.421,1,13
160626_video_above,922,0.378,0.0,0.622,0.127,1,14
160626_video_above,922,0.331,0.719,0.703,1.0,1,15
160626_video_above,922,0.327,0.004,0.613,0.396,1,16
160626_video_above,922,0.02,0.621,0.241,0.89,1,17
160626_video_above,923,0.23,0.633,0.486,1.0,1,1
160626_video_above,923,0.352,0.362,0.641,0.723,1,6
160626_video_above,923,0.442,0.01,0.866,0.423,1,13
160626_video_above,923,0.375,0.0,0.622,0.127,1,14
160626_video_above,923,0.286,0.721,0.703,1.0,1,15
160626_video_above,923,0.303,0.013,0.613,0.402,1,16
160626_video_above,923,0.017,0.631,0.228,0.898,1,17
160626_video_above,924,0.216,0.627,0.48,1.0,1,1
160626_video_above,924,0.405,0.362,0.647,0.715,1,6
160626_video_above,924,0.434,0.006,0.872,0.427,1,13
160626_video_above,924,0.383,0.0,0.617,0.142,1,14
160626_video_above,924,0.364,0.706,0.713,0.998,1,15
160626_video_above,924,0.338,0.021,0.611,0.39,1,16
160626_video_above,924,0.013,0.644,0.216,0.904,1,17
160626_video_above,925,0.223,0.623,0.522,1.0,1,1
160626_video_above,925,0.425,0.362,0.656,0.713,1,6
160626_video_above,925,0.427,0.0,0.877,0.429,1,13
160626_video_above,925,0.389,0.0,0.611,0.154,1,14
160626_video_above,925,0.409,0.719,0.716,0.998,1,15
160626_video_above,925,0.009,0.648,0.181,0.91,1,17
160626_video_above,926,0.225,0.621,0.533,1.0,1,1
160626_video_above,926,0.433,0.36,0.661,0.71,1,6
160626_video_above,926,0.445,0.0,0.933,0.431,1,13
160626_video_above,926,0.395,0.0,0.606,0.169,1,14
160626_video_above,926,0.428,0.727,0.719,0.998,1,15
160626_video_above,926,0.005,0.654,0.147,0.915,1,17
160626_video_above,927,0.228,0.623,0.506,1.0,1,1
160626_video_above,927,0.441,0.362,0.67,0.704,1,6
160626_video_above,927,0.453,0.0,0.869,0.433,1,13
160626_video_above,927,0.402,0.0,0.602,0.181,1,14
160626_video_above,927,0.434,0.66,0.717,1.0,1,15
160626_video_above,927,0.0,0.66,0.113,0.919,1,17
160626_video_above,928,0.23,0.615,0.487,1.0,1,1
160626_video_above,928,0.448,0.358,0.669,0.704,1,6
160626_video_above,928,0.461,0.031,0.827,0.408,1,13
160626_video_above,928,0.4,0.0,0.603,0.173,1,14
160626_video_above,928,0.405,0.656,0.706,0.998,1,15
160626_video_above,928,0.0,0.694,0.113,0.925,1,17
160626_video_above,929,0.23,0.615,0.487,1.0,1,1
160626_video_above,929,0.442,0.354,0.672,0.704,1,6
160626_video_above,929,0.456,0.023,0.8,0.39,1,13
160626_video_above,929,0.398,0.0,0.605,0.165,1,14
160626_video_above,929,0.375,0.652,0.695,0.998,1,15
160626_video_above,929,0.0,0.706,0.119,0.927,1,17
160626_video_above,930,0.228,0.613,0.487,0.998,1,1
160626_video_above,930,0.439,0.35,0.678,0.702,1,6
160626_video_above,930,0.458,0.017,0.8,0.383,1,13
160626_video_above,930,0.397,0.0,0.606,0.156,1,14
160626_video_above,930,0.278,0.625,0.661,0.996,1,15
160626_video_above,930,0.0,0.71,0.122,0.933,1,17
160626_video_above,931,0.23,0.604,0.481,0.998,1,1
160626_video_above,931,0.438,0.348,0.683,0.7,1,6
160626_video_above,931,0.456,0.01,0.802,0.385,1,13
160626_video_above,931,0.397,0.0,0.609,0.148,1,14
160626_video_above,931,0.33,0.606,0.686,0.996,1,15
160626_video_above,931,0.0,0.715,0.125,0.933,1,17
160626_video_above,932,0.231,0.631,0.491,1.0,1,1
160626_video_above,932,0.436,0.35,0.681,0.7,1,6
160626_video_above,932,0.456,0.033,0.803,0.39,1,13
160626_video_above,932,0.397,0.0,0.611,0.152,1,14
160626_video_above,932,0.35,0.619,0.698,0.996,1,15
160626_video_above,932,0.0,0.723,0.122,0.944,1,17
160626_video_above,933,0.223,0.627,0.486,0.998,1,1
160626_video_above,933,0.439,0.35,0.678,0.696,1,6
160626_video_above,933,0.455,0.035,0.803,0.39,1,13
160626_video_above,933,0.398,0.0,0.613,0.156,1,14
160626_video_above,933,0.338,0.613,0.727,0.996,13,15
160626_video_above,933,0.0,0.727,0.122,0.95,1,17
160626_video_above,934,0.216,0.629,0.478,0.998,1,1
160626_video_above,934,0.439,0.352,0.673,0.702,1,6
160626_video_above,934,0.453,0.025,0.802,0.39,1,13
160626_video_above,934,0.398,0.0,0.614,0.163,1,14
160626_video_above,934,0.325,0.602,0.725,0.996,13,15
160626_video_above,934,0.0,0.729,0.123,0.952,1,17
160626_video_above,935,0.217,0.633,0.481,0.998,1,1
160626_video_above,935,0.445,0.342,0.678,0.694,1,6
160626_video_above,935,0.453,0.021,0.8,0.381,1,13
160626_video_above,935,0.4,0.0,0.614,0.167,1,14
160626_video_above,935,0.256,0.608,0.723,0.996,13,15
160626_video_above,935,0.0,0.729,0.127,0.952,1,17
160626_video_above,936,0.22,0.635,0.483,0.998,1,1
160626_video_above,936,0.442,0.342,0.68,0.694,1,6
160626_video_above,936,0.438,0.006,0.762,0.369,1,13
160626_video_above,936,0.4,0.0,0.616,0.171,1,14
160626_video_above,936,0.23,0.613,0.725,0.996,13,15
160626_video_above,936,0.0,0.725,0.136,0.95,1,17
160626_video_above,937,0.223,0.64,0.486,0.998,1,1
160626_video_above,937,0.438,0.342,0.672,0.692,1,6
160626_video_above,937,0.408,0.0,0.73,0.356,1,13
160626_video_above,937,0.402,0.0,0.617,0.177,1,14
160626_video_above,937,0.222,0.617,0.723,0.998,13,15
160626_video_above,937,0.0,0.721,0.128,0.944,1,17
160626_video_above,938,0.225,0.644,0.487,0.998,1,1
160626_video_above,938,0.35,0.371,0.648,0.694,1,6
160626_video_above,938,0.377,0.004,0.708,0.408,1,13
160626_video_above,938,0.402,0.0,0.619,0.181,1,14
160626_video_above,938,0.217,0.633,0.722,0.998,13,15
160626_video_above,938,0.0,0.723,0.127,0.95,1,17
160626_video_above,939,0.228,0.646,0.491,0.998,1,1
160626_video_above,939,0.322,0.4,0.641,0.704,1,6
160626_video_above,939,0.398,0.006,0.7,0.438,1,13
160626_video_above,939,0.403,0.0,0.62,0.185,1,14
160626_video_above,939,0.22,0.629,0.719,0.998,13,15
160626_video_above,939,0.0,0.706,0.15,0.946,1,17
160626_video_above,940,0.23,0.65,0.492,0.998,1,1
160626_video_above,940,0.312,0.412,0.642,0.708,13,6
160626_video_above,940,0.409,0.0,0.688,0.446,1,13
160626_video_above,940,0.403,0.0,0.62,0.192,1,14
160626_video_above,940,0.356,0.658,0.713,0.998,13,15
160626_video_above,940,0.0,0.681,0.169,0.919,1,17
160626_video_above,941,0.217,0.64,0.48,1.0,1,1
160626_video_above,941,0.358,0.421,0.641,0.704,1,6
160626_video_above,941,0.378,0.0,0.683,0.446,1,13
160626_video_above,941,0.405,0.0,0.622,0.196,1,14
160626_video_above,941,0.419,0.729,0.703,0.998,1,15
160626_video_above,941,0.002,0.654,0.188,0.892,1,17
160626_video_above,942,0.222,0.617,0.481,0.998,1,1
160626_video_above,942,0.325,0.41,0.631,0.702,1,6
160626_video_above,942,0.391,0.0,0.681,0.446,1,13
160626_video_above,942,0.405,0.0,0.623,0.2,1,14
160626_video_above,942,0.483,0.758,0.711,0.998,1,15
160626_video_above,942,0.003,0.629,0.206,0.863,1,17
160626_video_above,943,0.241,0.621,0.48,0.998,1,1
160626_video_above,943,0.356,0.392,0.628,0.7,1,6
160626_video_above,943,0.383,0.0,0.68,0.442,1,13
160626_video_above,943,0.406,0.0,0.625,0.206,1,14
160626_video_above,943,0.45,0.804,0.708,0.998,1,15
160626_video_above,943,0.027,0.542,0.242,0.815,1,17
160626_video_above,944,0.245,0.621,0.48,0.998,1,1
160626_video_above,944,0.369,0.381,0.628,0.7,1,6
160626_video_above,944,0.391,0.0,0.68,0.438,1,13
160626_video_above,944,0.406,0.0,0.625,0.21,1,14
160626_video_above,944,0.417,0.852,0.706,1.0,1,15
160626_video_above,944,0.045,0.479,0.269,0.79,1,17
160626_video_above,945,0.25,0.596,0.478,0.998,1,1
160626_video_above,945,0.338,0.388,0.627,0.698,1,6
160626_video_above,945,0.402,0.0,0.68,0.438,1,13
160626_video_above,945,0.408,0.0,0.627,0.215,1,14
160626_video_above,945,0.052,0.456,0.287,0.781,1,17
160626_video_above,946,0.247,0.588,0.477,0.998,1,1
160626_video_above,946,0.327,0.388,0.627,0.698,1,6
160626_video_above,946,0.398,0.0,0.686,0.44,1,13
160626_video_above,946,0.408,0.0,0.628,0.221,1,14
160626_video_above,946,0.055,0.448,0.292,0.787,1,17
160626_video_above,947,0.248,0.59,0.48,0.998,1,1
160626_video_above,947,0.323,0.388,0.627,0.696,1,6
160626_video_above,947,0.431,0.008,0.744,0.44,1,13
160626_video_above,947,0.409,0.0,0.63,0.225,1,14
160626_video_above,947,0.058,0.442,0.297,0.783,1,17
160626_video_above,948,0.248,0.61,0.48,1.0,1,1
160626_video_above,948,0.35,0.381,0.63,0.696,1,6
160626_video_above,948,0.48,0.023,0.87,0.419,1,13
160626_video_above,948,0.409,0.0,0.631,0.229,1,14
160626_video_above,948,0.058,0.444,0.298,0.781,1,17
160626_video_above,949,0.248,0.61,0.481,0.998,1,1
160626_video_above,949,0.373,0.373,0.628,0.698,1,6
160626_video_above,949,0.548,0.006,0.87,0.423,1,13
160626_video_above,949,0.411,0.0,0.631,0.235,1,14
160626_video_above,949,0.058,0.44,0.3,0.781,1,17
160626_video_above,950,0.245,0.608,0.483,0.998,1,1
160626_video_above,950,0.38,0.367,0.628,0.7,1,6
160626_video_above,950,0.578,0.002,0.88,0.394,1,13
160626_video_above,950,0.411,0.0,0.633,0.24,1,14
160626_video_above,950,0.061,0.44,0.3,0.779,1,17
160626_video_above,951,0.245,0.604,0.481,1.0,1,1
160626_video_above,951,0.381,0.365,0.628,0.702,1,6
160626_video_above,951,0.588,0.0,0.887,0.377,1,13
160626_video_above,951,0.412,0.0,0.634,0.244,1,14
160626_video_above,951,0.059,0.442,0.295,0.779,1,17
160626_video_above,952,0.247,0.602,0.481,1.0,1,1
160626_video_above,952,0.381,0.365,0.628,0.702,1,6
160626_video_above,952,0.591,0.0,0.887,0.375,1,13
160626_video_above,952,0.414,0.0,0.627,0.248,1,14
160626_video_above,952,0.058,0.44,0.291,0.777,1,17
160626_video_above,953,0.247,0.602,0.481,1.0,1,1
160626_video_above,953,0.381,0.365,0.628,0.702,1,6
160626_video_above,953,0.592,0.0,0.966,0.373,1,13
160626_video_above,953,0.416,0.0,0.614,0.248,1,14
160626_video_above,953,0.056,0.442,0.287,0.779,1,17
160626_video_above,954,0.247,0.608,0.48,1.0,1,1
160626_video_above,954,0.38,0.365,0.628,0.702,1,6
160626_video_above,954,0.592,0.0,0.931,0.375,1,13
160626_video_above,954,0.414,0.0,0.608,0.25,1,14
160626_video_above,954,0.058,0.442,0.289,0.779,1,17
160626_video_above,955,0.248,0.615,0.48,1.0,1,1
160626_video_above,955,0.378,0.365,0.63,0.704,1,6
160626_video_above,955,0.591,0.0,0.909,0.369,1,13
160626_video_above,955,0.414,0.0,0.608,0.246,1,14
160626_video_above,955,0.056,0.444,0.287,0.779,1,17
160626_video_above,956,0.247,0.615,0.48,0.998,1,1
160626_video_above,956,0.378,0.365,0.63,0.702,1,6
160626_video_above,956,0.592,0.0,0.942,0.365,1,13
160626_video_above,956,0.414,0.0,0.606,0.246,1,14
160626_video_above,956,0.055,0.442,0.283,0.779,1,17
160626_video_above,957,0.247,0.606,0.48,1.0,1,1
160626_video_above,957,0.375,0.365,0.63,0.702,1,6
160626_video_above,957,0.594,0.0,0.948,0.365,1,13
160626_video_above,957,0.414,0.002,0.617,0.244,1,14
160626_video_above,957,0.056,0.444,0.284,0.779,1,17
160626_video_above,958,0.248,0.606,0.48,0.998,1,1
160626_video_above,958,0.375,0.365,0.628,0.7,1,6
160626_video_above,958,0.592,0.0,0.914,0.365,1,13
160626_video_above,958,0.411,0.0,0.617,0.246,1,14
160626_video_above,958,0.056,0.444,0.289,0.781,1,17
160626_video_above,959,0.248,0.606,0.48,0.998,1,1
160626_video_above,959,0.375,0.365,0.63,0.7,1,6
160626_video_above,959,0.589,0.0,0.897,0.367,1,13
160626_video_above,959,0.411,0.0,0.616,0.248,1,14
160626_video_above,959,0.058,0.444,0.289,0.781,1,17
160626_video_above,960,0.25,0.61,0.478,0.998,1,1
160626_video_above,960,0.375,0.362,0.628,0.7,1,6
160626_video_above,960,0.592,0.0,0.966,0.362,1,13
160626_video_above,960,0.412,0.0,0.644,0.248,1,14
160626_video_above,960,0.058,0.444,0.289,0.781,1,17
160626_video_above,961,0.248,0.59,0.478,1.0,1,1
160626_video_above,961,0.378,0.362,0.628,0.7,1,6
160626_video_above,961,0.589,0.0,0.903,0.4,1,13
160626_video_above,961,0.414,0.0,0.631,0.248,1,14
160626_video_above,961,0.059,0.446,0.289,0.781,1,17
160626_video_above,962,0.247,0.554,0.478,1.0,1,1
160626_video_above,962,0.342,0.367,0.628,0.7,1,6
160626_video_above,962,0.588,0.0,0.945,0.369,1,13
160626_video_above,962,0.414,0.0,0.62,0.248,1,14
160626_video_above,962,0.059,0.446,0.287,0.781,1,17
160626_video_above,963,0.247,0.537,0.478,1.0,1,1
160626_video_above,963,0.319,0.373,0.628,0.7,1,6
160626_video_above,963,0.616,0.0,0.964,0.348,1,13
160626_video_above,963,0.417,0.0,0.613,0.246,1,14
160626_video_above,963,0.058,0.446,0.284,0.781,1,17
160626_video_above,964,0.239,0.567,0.478,1.0,1,1
160626_video_above,964,0.289,0.379,0.628,0.696,1,6
160626_video_above,964,0.623,0.0,0.975,0.338,1,13
160626_video_above,964,0.417,0.0,0.609,0.246,1,14
160626_video_above,964,0.055,0.444,0.278,0.777,1,17
160626_video_above,965,0.223,0.592,0.478,0.998,1,1
160626_video_above,965,0.283,0.381,0.628,0.698,1,6
160626_video_above,965,0.627,0.0,0.961,0.335,1,13
160626_video_above,965,0.416,0.0,0.611,0.244,1,14
160626_video_above,965,0.041,0.435,0.28,0.748,1,17
160626_video_above,966,0.227,0.61,0.478,0.998,1,1
160626_video_above,966,0.289,0.383,0.628,0.698,1,6
160626_video_above,966,0.625,0.0,0.948,0.333,1,13
160626_video_above,966,0.411,0.0,0.617,0.244,1,14
160626_video_above,966,0.016,0.508,0.227,0.777,1,17
160626_video_above,967,0.231,0.613,0.478,0.998,1,1
160626_video_above,967,0.281,0.383,0.63,0.698,1,6
160626_video_above,967,0.63,0.0,0.959,0.333,1,13
160626_video_above,967,0.405,0.0,0.622,0.244,1,14
160626_video_above,967,0.028,0.581,0.208,0.817,1,17
160626_video_above,968,0.242,0.615,0.477,1.0,1,1
160626_video_above,968,0.284,0.385,0.63,0.694,1,6
160626_video_above,968,0.63,0.0,0.941,0.333,1,13
160626_video_above,968,0.398,0.0,0.628,0.244,1,14
160626_video_above,968,0.042,0.533,0.239,0.817,1,17
160626_video_above,969,0.233,0.613,0.477,1.0,1,1
160626_video_above,969,0.281,0.385,0.63,0.694,1,6
160626_video_above,969,0.628,0.0,0.944,0.333,1,13
160626_video_above,969,0.056,0.446,0.28,0.767,1,17
160626_video_above,970,0.241,0.602,0.477,1.0,1,1
160626_video_above,970,0.281,0.388,0.628,0.694,1,6
160626_video_above,970,0.625,0.0,0.952,0.333,1,13
160626_video_above,970,0.064,0.402,0.314,0.767,1,17
160626_video_above,971,0.247,0.6,0.477,0.998,1,1
160626_video_above,971,0.331,0.373,0.63,0.698,1,6
160626_video_above,971,0.628,0.0,0.963,0.335,1,13
160626_video_above,971,0.089,0.385,0.328,0.773,1,17
160626_video_above,972,0.25,0.604,0.477,0.998,1,1
160626_video_above,972,0.373,0.367,0.633,0.7,1,6
160626_video_above,972,0.628,0.0,0.967,0.333,1,13
160626_video_above,972,0.1,0.44,0.331,0.777,1,17
160626_video_above,973,0.253,0.602,0.477,0.998,1,1
160626_video_above,973,0.389,0.354,0.63,0.698,1,6
160626_video_above,973,0.63,0.0,0.964,0.335,1,13
160626_video_above,973,0.113,0.494,0.334,0.781,1,17
160626_video_above,974,0.248,0.606,0.475,0.998,1,1
160626_video_above,974,0.395,0.352,0.628,0.7,1,6
160626_video_above,974,0.627,0.0,0.98,0.333,1,13
160626_video_above,974,0.116,0.517,0.344,0.769,1,17
160626_video_above,975,0.247,0.608,0.477,0.998,1,1
160626_video_above,975,0.395,0.354,0.627,0.7,1,6
160626_video_above,975,0.627,0.0,0.992,0.333,1,13
160626_video_above,975,0.1,0.419,0.33,0.765,1,17
160626_video_above,976,0.247,0.61,0.477,0.998,1,1
160626_video_above,976,0.398,0.35,0.627,0.7,1,6
160626_video_above,976,0.628,0.0,0.997,0.333,1,13
160626_video_above,976,0.114,0.481,0.33,0.765,1,17
160626_video_above,977,0.245,0.602,0.477,0.998,1,1
160626_video_above,977,0.402,0.348,0.628,0.7,1,6
160626_video_above,977,0.628,0.0,1.0,0.333,1,13
